id,name,asins,brand,categories,keys,manufacturer,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,userreviews,reviews.title,reviews.userCity,reviews.userProvince,reviews.username
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",B00VINDBJK,Amazon,"eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers","kindleoasisereaderwithleatherchargingcovermerlot6highresolutiondisplay300ppiwifiincludesspecialoffers/5234468,amazon/b00vindbjk,kindleoasisereaderwithleatherchargingcovermerlot6highresolutiondisplay300ppiwifiincludesspecialoffers/b00vindbjk,848719069587,0848719069587",Amazon,2017-06-16T00:00:00.000Z,2017-07-15T19:01:03Z,"2017-07-09T06:47:00.000Z,2017-07-07T16:01:00.000Z",,TRUE,,0,4,http://reviews.bestbuy.com/3545/5234468/reviews.htm?format=embedded,"This kindle is awesome. I love the design of it. Nothing software wise that was different than my other kindle but the way it's designed makes it much more comfortable and easier to read. The only reason I didn't give it five stars was because of the price. If it were cheaper, this kindle would have been five stars no doubt.",Great kindle,,,Brandon
AVpe9CMS1cnluZ0-aoC5,"Amazon Kindle Lighted Leather Cover,,,
Amazon Kindle Lighted Leather Cover,,,",B005PB2T0S,Amazon,"Electronics,eBook Readers & Accessories,Covers,Kindle Store,Amazon Device Accessories,Kindle E-Reader Accessories,Kindle (5th Generation) Accessories,Kindle (5th Generation) Covers",amazonkindlelightedleathercover/b005pb2t0s,Amazon,2011-11-18T00:00:00.000Z,,"2017-07-21T00:00:00Z,2017-07-15T00:00:00Z,2017-06-30T00:00:00Z,2017-06-17T00:00:00Z,2017-06-07T00:00:00Z,2017-04-11T00:00:00Z,2017-01-29T00:00:00Z",,,,271,4,"https://www.amazon.com/Amazon-Kindle-Lighted-Leather-Generation/dp/B004SD1ZPY/,https://www.amazon.com/Amazon-Kindle-Lighted-Leather-Generation/dp/B004SD213O/,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD229M/,https://www.amazon.com/Amazon-Kindle-Lighted-Leather-Generation/dp/B004SD20DU/,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD213O,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD1ZPY/,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD213O/,http://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD213O","Finally received the Kindle Lighted Leather Cover for the newest version Kindle. It is VERY lightweight and I had to double and triple check the description considering it states this is a leather cover. The front cover is very thin with a medium-weight cardboard feel to it. The leather on the front cover is extremely thin and you can immediately tell the surface will be easily scratched and marred with normal everyday use. The inside of the front cover has a thin microfiber material to protect the screen. The back cover is hollowed out plastic to form-fit your Kindle and snaps in with relative ease.Using the enclosed graphic instruction card, I removed the Kindle as shown, having to use just enough pressure to make me a bit concerned for someone who would place and remove their Kindle in this cover frequently. However, I plan on using this cover as a full-time solution for both protection and as a light source.I went ahead and pulled up a book and switched the light on, heading to a closet to see how this looked in complete darkness. The light pulls out of the back cover and is nice and stiff and has a locked full-out position. The spread of the light is greater on top obviously but it does reach the entire screen on the Kindle. There was no glare or reflection and I was able to easily read the page without any noticeable straining.If I were to choose between this design and the Kindle Keyboard lighted cover, which I have used since its release, I would choose this newer cover.Read more","Lightweight, good viewing area. 1,",,,AZ Dee
AVpe9CMS1cnluZ0-aoC5,"Amazon Kindle Lighted Leather Cover,,,
Amazon Kindle Lighted Leather Cover,,,",B005PB2T0S,Amazon,"Electronics,eBook Readers & Accessories,Covers,Kindle Store,Amazon Device Accessories,Kindle E-Reader Accessories,Kindle (5th Generation) Accessories,Kindle (5th Generation) Covers",amazonkindlelightedleathercover/b005pb2t0s,Amazon,2011-11-22T00:00:00.000Z,,"2017-07-21T00:00:00Z,2017-07-15T00:00:00Z,2017-06-30T00:00:00Z,2017-06-17T00:00:00Z,2017-06-07T00:00:00Z,2017-04-11T00:00:00Z,2017-01-29T00:00:00Z",,,,730,3,"https://www.amazon.com/Amazon-Kindle-Lighted-Leather-Generation/dp/B004SD1ZPY/,https://www.amazon.com/Amazon-Kindle-Lighted-Leather-Generation/dp/B004SD213O/,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD229M/,https://www.amazon.com/Amazon-Kindle-Lighted-Leather-Generation/dp/B004SD20DU/,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD213O,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD1ZPY/,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD213O/,http://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD213O","I owned a Kindle Keyboard for about a year, and I purchased the leather lighted case for that unit. While the corner light left a little to be desired as far as even lighting, overall I was very pleased with the case. Based on that experience, I went ahead and purchased the lighted cover for my new Kindle. I can't say this experience has as been as positive.Let's start off with what's good about the case. The Kindle battery powered light is a big improvement. The light is now centered on the screen, so illumination is more even now. I don't use the light often, but in the cases where I do it will be nice to have more balanced coverage. One positive on the case itself is that I appreciate how much lighter this one feels than the previous generation. The hinge area is smaller, which means less of the spine folding effect the other one took on after heavy use. I never took my Kindle Keyboard out of the case after it was put in, so the snug fit I have seen complaints about is not an issue for me. It IS tight, though, so if you don't plan to keep the case on full time be aware it may take some effort to get it back out. In my situation, that tight fit is exactly what I want, but your mileage may vary.Now on to the negatives. The case does feel very cheap, especially with no change in price point. The previous cover felt like a solidly made piece of work, whereas the new cover only feels half as sturdy. The thinness of the case was no doubt done to minimize its weight, so I realize this is a personal issue. Outside the thickness, though, it just doesn't look or feel as well made. The textured surface of the previous model you that leather feel, very much like a real book. Finally, the most stunning oversight is the lack of a closure device.Read more",A Step Down In Quality,,,Ozone Joe
AVpe9CMS1cnluZ0-aoC5,"Amazon Kindle Lighted Leather Cover,,,
Kindle Keyboard,,,",B005PB2T0S,Amazon,"Electronics,eBook Readers & Accessories,Covers,Kindle Store,Amazon Device Accessories,Kindle E-Reader Accessories,Kindle (5th Generation) Accessories,Kindle (5th Generation) Covers",amazonkindlelightedleathercover/b005pb2t0s,Amazon,2015-01-09T00:00:00.000Z,,"2017-07-21T00:00:00Z,2017-07-15T00:00:00Z,2017-06-30T00:00:00Z,2017-06-17T00:00:00Z,2017-06-07T00:00:00Z,2017-04-11T00:00:00Z",,,,7,4,"https://www.amazon.com/Amazon-Kindle-Lighted-Leather-Generation/dp/B004SD1ZPY/,https://www.amazon.com/Amazon-Kindle-Lighted-Leather-Generation/dp/B004SD213O/,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD229M/,https://www.amazon.com/Amazon-Kindle-Lighted-Leather-Generation/dp/B004SD20DU/,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD213O,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD1ZPY/,http://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD213O","I purchased this Kindle case in the Saddle Tan color. The leather is high quality (it has that wonderful new smell as well) and has beautiful stitching around the border on the front. The case does not add any bulk to the Kindle. I find it quite comfortable to hold in one hand or two, as the front cover folds behind the case, and I truly feel like I am holding an actual book while reading.At the top of the case, there is a plastic arm that pulls upward to reveal a light, which illuminates the screen of the Kindle perfectly in a dark room. My eyes have no trouble reading with the light activated. The light is powered by the Kindle itself, by way of two metal prongs inside the case making contact with two metal tabs on the lower back of the Kindle. The arm for the light does seem a bit delicate, and I could see a young child inadvertently breaking this if care is not shown. I fear that over time, this will be the first piece to stop functioning as the case is regularly used.My only criticism of this case is that there is no way to secure the front cover from opening. It would have been nice to include a clasp, or some kind of stretchable band to keep the case closed. I paid 54 for this case, which is almost as expensive as the Kindle itself. At that price, the designers should have had the forethought to include a means of securing the case from opening. Aside from this potential problem, this Kindle case is perfect, and adds a bit of sophistication to an already awesome device.Kudos, Amazon!",High Quality Case For Your Kindle,,,Brooks
AVpe9CMS1cnluZ0-aoC5,"Kindle Keyboard,,,
Kindle Keyboard,,,",B005PB2T0S,Amazon,"Electronics,eBook Readers & Accessories,Covers,Kindle Store,Amazon Device Accessories,Kindle E-Reader Accessories,Kindle (5th Generation) Accessories,Kindle (5th Generation) Covers",amazonkindlelightedleathercover/b005pb2t0s,Amazon,,,2017-01-29T00:00:00Z,,,,221,4,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD213O/,"I have had the Kindle Keyboard with it's lighted cover and now I have the new Kindle with lighted cover. I will briefly compare them and then list the pros and cons of this cover.In comparison:-The kindle keyboard in the cover is much heavier than the new kindle in it's cover. The new case does a much better job of securing the kindle as well, it is no longer hinged only on one edge, but instead it is form fit inside of a rigid rubber shell that attaches to the back of the new kindle-The lighting is about the same between both cases, but where the old case lit the screen from the top right corner, the new case lights the screen from the top middle.-I feel like the old light mechanism was more durable. The light bar on this cover is made out of very stiff, thin plastic instead of the thick rubbery plastic that contained the light on the old cover. It also hinges open instead of pulling out of the case, and the hinge feels subpar.-The light on the new case is less angled and tends to get in my eyes more when reading than the old kindle keyboard case did.All in all I still like the new case. It fits the new kindle very well and does not increase the size or weight very much. The leather is somewhat thin but not horribly so and it looks sleek on the kindle. I will be keeping this case.Pros:Compact case that looks very sleekTight and secure fitUses the Kindle's batteries so no additional power is needed.Provides adequate lighting across the entire screen.Cons:Lightbar hinge seems very cheap.Since I only received this today, I cannot yet evaluate the additional drain that this case will place on the Kindle's battery.Read more",I recieved it today!,,,M. Thurig
AVpe9CMS1cnluZ0-aoC5,"Kindle Keyboard,,,
Kindle Keyboard,,,",B005PB2T0S,Amazon,"Electronics,eBook Readers & Accessories,Covers,Kindle Store,Amazon Device Accessories,Kindle E-Reader Accessories,Kindle (5th Generation) Accessories,Kindle (5th Generation) Covers",amazonkindlelightedleathercover/b005pb2t0s,Amazon,2012-02-24T00:00:00Z,,2017-01-26T00:00:00Z,,,,53,5,https://www.amazon.com/Amazon-Lighted-Leather-Paperwhite-Keyboard/dp/B004SD229M/,"I read every single review for this cover before I decided to buy it, but I am glad that I finally decided to pull the trigger. I have never had a Kindle or another cover, so my review is based on a first-timer's perspective. This is my feedback:1) I agree that this cover is expensive. Ridiculously expensive. But, after pricing other covers and other lights, then factoring in that I would have to buy replacement batteries for any other light, it did not seem like I would be saving much money if I bought something else. Plus, the fact that the light is built-in was very appealing and turns out to be extremely convenient.2) Yes, the cover should have had a magnet or something for closure. That was the main reason for my initial hesitation, not the price. I thought about using a rubber band around it, but some people mentioned that a rubber band would look ugly around the pretty cover (which, by the way, is quite pretty in the wine purple color). I ended up knitting a small little sleeve to slip over my Kindle cover to keep the cover closed, for additional protection, and to prevent scratches, because:3) The cover does scratch quite easily. I agree with one reviewer who did not seem to mind the scratches on the cover, because doesn't that show that the cover is doing its job to protect the Kindle But, it does sound like the same cover for the Kindle Keyboard was much more durable. It would be nice for the cover to keep looking fresh and new, but I would rather my Kindle be protected than for my cover to look perfect. My little knitted sleeve is helping with that, but I know a lot of people wouldn't want to use an additional cover.4) Some people commented that the cover added too much to the size and weight of the Kindle. ReallyRead more",Best Option Out There,,,DeltaGov
AVpfBEWcilAPnD_xTGb7,"Kindle Keyboard,,,
Kindle Keyboard,,,",B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics","kindlekeyboard/b002y27p3m,amazon/d01101",Amazon,,,2015-12-14T00:00:00Z,,,,,,http://www.amazon.com/Kindle-Wireless-Reader-Wifi-Graphite/dp/B002Y27P3M,"The Kindle is my first e-ink reader. I own an iPad, an iPhone, and have owned a Windows-based phone in the past that I used as an ereader.My overall impression of the device is good.The good:I'd honestly rather read linear (read from page one to the end, one page at a time) fiction from it than a book, because I can't always get comfortable with a book. Hardcovers are sometimes a bit heavy, and paperbacks don't always lie open easily. The Kindle is incredibly light and thin. I can hold it in one hand easily. The page turn buttons are conveniently located. Page-turns aren't instant, but they're probably quicker than turning a physical page in a printed book (there are just a lot more page-turns unless you choose a small font). The contrast is better than other ereaders I've seen. There is zero eye strain in good light. My eyesight isn't the greatest and I like being able to increase the font size and read without glasses. I love being able to browse the Kindle store and read samples before deciding to purchase. The experimental browser is surprisingly usable, but isn't great. It is useful for browsing wikipedia and blogs. The biggest drawback to the browser is the awkward pointer navigation, using the 5-way pad. It syncs your furthest read page over the internet so you can pick up where you left off using your iPhone or iPad.The so-so:The kindle store could use more categories and sorting options. You can't sort by top rated, and there is no category for alternate histories, for example. Finding a very-specific type of fiction relies on keyword searches, which don't do a great job. The wifi sometimes doesn't connect before it times-out.Read more","Worth the money. Not perfect, but very very good for start to finish novels in good light",,,Jeffrey Stanley
AVpfBEWcilAPnD_xTGb7,"Kindle Keyboard,,,
Kindle Keyboard,,,",B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics","kindlekeyboard/b002y27p3m,amazon/d01101",Amazon,,,2015-10-19T00:00:00Z,,,,,,http://www.amazon.com/Kindle-Wireless-Reader-Wifi-Graphite/dp/B002Y27P3M,"I'm a first-time Kindle owner, so I have nothing to compare the latest Kindle to. I don't own a Nook. I don't own an iPad (and, in any case, that's comparing apples to oranges). I don't have a Sony e-reader. 'This will be a short, simple review.I received my Kindle about a week ago and haven't been able to put it down.Things I like about my Kindle1. The e-ink display is amazing.2. Using the 5-way controller is simple and effective.3. Page turn speeds are faster than I thought they would be.4. It's lightweight, even with the attached cover (I have an Amazon cover with a built-in light)5. Page-turning buttons are quiet and well-placed.6. Recharge time is fast.7. I can order a book and start reading it in less than 60 seconds. Nice!8. Portability... I can take 3,000 books with me when I travel for work and not require additional suitcases or baggage fees.Things I'm not too keen on1. Buttons are too close together and are laid out oddly.2. Lack of individual number buttons is frustrating.3. Power button on the bottom Not a bad thing. Just an odd thing. (Same for the headphone input). I usually rest the bottom of a book on my lap when I read.Things I hope change in the future1. How books are organized... When I put a book in a collection (which is actually a tag), it still appears in the main list. It's not actually moved, it's merely associated.2. The look of the main screen. I'd like folders or some other way to display collections.3. Ability to create personal screen savers.4. E-book pricing, though Amazon has little control over this.Read more","I Wanted a Dedicated E-Reader, and That's What I Got",,,Matthew Coenen
AVpfBEWcilAPnD_xTGb7,"Kindle Keyboard,,,
Kindle Keyboard,,,",B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics","kindlekeyboard/b002y27p3m,amazon/d01101",Amazon,,,2015-12-08T00:00:00Z,,,,,,http://www.amazon.com/Kindle-Wireless-Reader-Wifi-Graphite/dp/B002Y27P3M,"UPDATE NOVEMBER 2011:My review is now over a year old, as is the Kindle Keyboard as Amazon calls it now. There are newer models: the basic, cheapie Kindle and the Kindle Touch, and of course the Kindle Fire quasi-tablet.Each of these models is an excellent choice. Whichever one is right for you just depends on your preferences.The 3 e-ink Kindles are Kindle Keyboard (this one), Kindle Touch (the newest flagship model), and the basic Kindle. All 3 of them have EXACTLY THE SAME 6 DISPLAY, with the same sharp typeface and high contrast that reads like ink on paper with no eyestrain. The Kindle Keyboard is the oldest of these models, and I got one of the first ones when they came out in August 2010.I still absolutely LOVE my Kindle Keyboard and use it almost every day. I have read dozens of books on it. I like the newer models, they have some neat features, but the experience of reading a book on them is no better or worse than on my 1-year-old Kindle Keyboard. Page turns are now smoother and faster on the newest Kindles, but the difference is not enough to make it worth the cost of upgrading, in my opinion.The touch-screen interface of the Kindle Touch is pretty neat. But, unlike my iPad, I only use my Kindle to read books, and reading books is just as nice on any of the current Kindle models. I don't consider the touch screen a must have feature, and I'm normally obsessed with having the latest version of every tech product I own.For that reason, I think the cheapest Kindle is an excellent choice.Read more",Kindle vs. Nook (updated),,,Ron Cronovich
AVpfBEWcilAPnD_xTGb7,"Kindle Keyboard,,,
Kindle Keyboard,,,",B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics","kindlekeyboard/b002y27p3m,amazon/d01101",Amazon,,,2015-11-30T00:00:00Z,,,,,,http://www.amazon.com/Kindle-Wireless-Reader-Wifi-Graphite/dp/B002Y27P3M,"I'm a first-time Kindle owner, so I have nothing to compare the latest Kindle to. I don't own a Nook. I don't own an iPad (and, in any case, that's comparing apples to oranges). I don't have a Sony e-reader. 'This will be a short, simple review.I received my Kindle about a week ago and haven't been able to put it down.Things I like about my Kindle1. The e-ink display is amazing.2. Using the 5-way controller is simple and effective.3. Page turn speeds are faster than I thought they would be.4. It's lightweight, even with the attached cover (I have an Amazon cover with a built-in light)5. Page-turning buttons are quiet and well-placed.6. Recharge time is fast.7. I can order a book and start reading it in less than 60 seconds. Nice!8. Portability... I can take 3,000 books with me when I travel for work and not require additional suitcases or baggage fees.Things I'm not too keen on1. Buttons are too close together and are laid out oddly.2. Lack of individual number buttons is frustrating.3. Power button on the bottom Not a bad thing. Just an odd thing. (Same for the headphone input). I usually rest the bottom of a book on my lap when I read.Things I hope change in the future1. How books are organized... When I put a book in a collection (which is actually a tag), it still appears in the main list. It's not actually moved, it's merely associated.2. The look of the main screen. I'd like folders or some other way to display collections.3. Ability to create personal screen savers.4. E-book pricing, though Amazon has little control over this. Still, most titles are the same price as or less than their hardback/paperback counterparts.Read more","I Wanted a Dedicated E-Reader, and That's What I Got",,,Matthew Coenen
